Weather Conditions,Province,Road Type,Vehicles type,Time Period,Suspected Cause,Accident Characteristics,Hour,Severity
0,66,1,10,0,42,7,14,1
0,38,4,8,0,16,7,14,0
0,75,4,7,0,31,46,14,0
0,71,1,3,0,16,7,14,1
0,68,1,1,0,21,9,14,1
5,39,7,8,0,16,36,14,1
0,75,5,3,0,16,29,14,2
0,10,1,3,0,42,7,14,1
0,72,1,3,0,84,7,15,1
0,18,7,8,0,42,7,15,3
5,13,5,10,0,16,35,15,0
0,27,1,8,0,16,35,15,0
0,67,1,3,0,16,7,15,0
0,64,7,3,0,99,152,15,1
5,39,1,3,0,16,35,15,1
0,66,1,3,0,84,35,15,1
5,39,5,10,0,16,36,16,0
6,20,1,8,0,16,7,16,0
6,20,1,8,0,16,35,16,0
0,60,7,8,0,42,7,16,2
0,72,1,3,0,16,7,16,3
0,30,5,3,0,16,7,16,1
0,56,1,8,0,36,20,16,3
5,20,1,8,0,16,7,17,0
0,2,1,3,0,16,35,17,1
0,8,1,6,0,16,35,17,0
0,53,1,2,0,13,88,18,2
0,38,7,3,0,25,139,18,1
0,67,1,5,0,16,7,18,1
1,64,1,3,0,15,139,18,1
5,13,1,3,0,16,35,18,1
0,2,1,10,0,16,35,18,1
0,41,7,3,0,85,8,18,2
0,66,4,3,0,42,7,18,1
0,6,1,8,4,16,35,19,1
0,24,4,10,4,16,29,19,1
0,10,1,3,4,84,35,20,1
1,18,7,3,4,15,33,20,1
0,43,1,3,4,16,35,20,1
0,64,1,3,4,16,7,20,1
6,15,5,15,4,3,46,20,1
0,73,1,3,4,15,139,20,1
0,58,1,8,4,42,7,20,1
0,40,1,3,4,16,35,21,3
0,66,1,3,4,16,35,21,3
5,20,1,3,4,26,35,21,1
0,17,1,15,4,16,7,21,3
0,37,1,8,4,16,35,21,1
0,8,1,8,4,16,7,22,0
0,55,1,10,4,16,35,22,0
0,70,1,10,4,16,7,22,3
0,66,1,5,4,16,35,23,0
4,27,1,3,1,15,0,4,3
0,2,5,0,5,0,22,12,0
0,2,7,0,0,0,7,16,1
0,2,7,15,4,0,46,20,1
0,2,1,0,4,0,22,21,0
0,2,4,0,4,0,5,23,1
0,61,5,8,1,69,36,0,0
0,76,5,8,1,16,29,1,1
0,15,7,10,1,15,27,2,0
0,47,1,8,1,16,35,5,0
0,25,1,10,1,69,35,5,0
0,2,1,8,1,22,3,5,3
0,2,1,10,1,16,7,5,3
0,12,5,8,1,16,36,5,3
0,10,5,8,3,16,36,6,0
0,2,5,14,3,16,7,7,0
0,26,1,6,3,69,7,7,2
0,28,5,6,3,16,36,7,1
0,67,1,10,3,69,35,8,1
0,62,4,3,3,42,7,8,1
0,2,1,10,3,16,7,8,0
0,2,1,10,3,16,7,8,0
0,31,1,3,3,16,7,9,1
0,2,4,10,3,42,7,9,0
0,52,1,15,2,16,35,10,0
0,15,5,15,2,16,36,10,0
0,18,7,8,2,42,28,10,3
0,15,1,10,2,69,35,11,1
0,67,1,8,2,16,7,11,1
0,19,1,8,2,16,35,11,0
0,20,1,8,2,21,8,11,1
0,72,1,10,5,69,7,12,2
0,11,1,8,5,16,35,12,0
0,16,1,8,0,49,35,13,0
0,58,1,15,0,16,35,13,0
0,18,1,3,0,16,35,13,3
0,59,1,6,0,16,7,13,2
0,45,1,3,0,42,7,13,3
0,59,1,6,0,63,22,13,0
0,37,1,7,0,16,29,14,3
0,61,1,10,0,16,7,14,1
0,76,1,8,0,100,7,15,0
0,2,7,0,0,0,35,15,1
0,9,4,3,0,16,29,15,1
0,66,5,8,0,69,36,15,3
0,64,3,7,0,17,22,15,0
0,27,1,8,0,77,35,16,0
0,2,1,8,0,16,7,16,0
0,15,5,3,0,16,36,16,1
0,68,1,10,0,16,35,17,1
0,29,5,6,0,16,22,17,3
0,58,4,3,0,42,22,17,1
0,72,1,8,0,16,7,17,0
0,61,1,8,0,16,35,17,1
0,15,1,8,0,42,29,18,1
0,61,4,6,0,82,35,18,0
0,37,1,10,0,16,3,18,3
0,72,1,8,4,16,3,19,3
0,2,1,10,4,16,7,19,1
0,2,1,10,4,16,7,19,1
0,33,1,8,4,16,7,19,2
0,58,1,10,4,16,3,20,3
0,8,1,8,4,16,35,21,0
0,19,4,6,4,16,22,21,0
0,9,1,8,4,16,35,23,1
0,47,5,6,3,15,0,6,0
0,52,0,3,1,16,46,0,3
0,9,1,10,1,16,7,1,0
0,72,1,8,1,16,35,1,0
5,50,1,8,1,16,22,4,3
0,52,7,0,1,7,35,5,0
0,66,1,8,3,16,35,7,0
0,28,1,3,3,14,22,7,3
0,61,4,15,3,42,28,7,1
5,50,1,3,3,16,22,7,1
0,12,4,3,3,16,7,7,2
0,9,1,10,3,16,7,7,0
5,51,1,8,3,16,29,8,0
0,52,1,8,3,16,7,9,0
0,27,1,10,3,16,35,9,0
0,50,1,10,3,16,35,9,0
0,2,1,5,3,16,7,9,0
0,27,4,10,2,16,36,10,0
0,2,1,6,2,16,35,10,1
0,13,4,6,2,16,28,11,1
0,2,4,10,2,16,7,11,0
0,2,1,10,2,16,35,11,0
0,68,5,5,2,65,36,11,1
0,20,5,10,2,16,36,11,1
0,15,1,8,2,16,35,11,2
0,2,1,10,2,16,7,11,1
0,2,1,8,5,16,35,12,1
0,72,1,8,0,16,22,13,0
0,9,1,8,0,16,35,13,0
0,25,4,10,0,85,7,14,0
0,71,5,8,0,16,36,14,1
0,76,7,3,0,16,46,14,1
5,50,4,5,0,17,35,15,0
0,6,5,6,0,16,36,15,0
0,15,4,10,0,38,28,15,1
0,9,1,8,0,16,7,16,0
0,15,5,6,0,16,36,17,3
0,38,1,3,0,16,7,17,2
0,9,1,8,0,16,7,17,0
0,32,5,10,0,16,152,17,0
0,71,1,8,0,16,7,17,0
0,2,1,10,0,16,7,18,1
0,2,1,3,0,16,7,18,0
0,2,1,10,0,16,7,18,0
0,64,1,10,0,16,7,18,0
0,2,4,10,4,16,7,19,0
0,2,1,3,4,16,7,19,0
0,2,4,3,4,42,7,19,1
5,19,1,8,4,16,35,19,0
0,24,5,6,4,16,36,20,3
0,15,1,6,4,69,35,20,1
0,54,1,8,4,42,7,20,0
0,54,1,10,4,42,7,20,0
0,4,1,8,4,16,35,20,0
0,49,1,10,4,16,35,20,1
0,20,1,10,4,16,35,21,0
5,59,1,10,4,16,35,21,1
0,27,1,8,4,49,35,22,0
0,59,1,8,4,16,7,22,1
0,12,1,10,4,97,70,22,1
0,1,1,3,4,16,7,23,3
0,54,1,3,4,42,7,23,2
0,44,1,10,4,16,35,23,0
0,52,1,9,3,53,0,7,0
0,43,7,10,3,99,0,7,3
0,75,5,8,4,15,0,22,1
0,52,1,9,3,53,0,7,0
0,43,7,10,3,99,0,7,3
0,75,5,8,4,15,0,22,1
0,8,1,10,1,16,7,0,0
0,11,4,8,1,16,35,1,0
0,45,1,10,1,16,7,1,1
0,25,1,10,1,42,35,2,1
0,20,1,10,1,16,35,2,1
0,12,5,6,1,16,36,3,0
0,9,1,8,1,69,35,3,1
0,9,1,8,1,16,35,3,1
0,8,4,5,1,16,28,4,1
0,14,1,8,1,16,35,4,0
0,6,1,10,1,16,35,4,1
0,27,1,4,1,16,22,4,1
0,2,7,0,1,0,5,5,0
0,15,1,10,3,16,35,6,1
0,70,1,8,3,49,35,7,0
0,58,1,8,3,49,35,7,0
0,7,5,8,3,16,7,7,2
0,73,1,6,3,42,7,7,3
5,7,1,8,3,26,35,7,0
5,7,1,6,3,16,35,8,0
0,54,1,7,3,31,22,8,0
0,52,1,3,3,16,7,8,3
0,2,1,7,3,16,7,8,1
0,2,4,8,3,16,7,8,0
0,2,1,3,3,16,7,8,1
0,27,1,6,3,16,7,9,1
0,2,4,3,2,16,7,10,1
0,52,5,6,2,16,36,10,0
0,54,1,6,2,85,7,10,1
0,9,1,15,2,16,35,10,0
0,67,7,7,5,16,7,12,0
0,12,1,10,5,16,35,12,0
0,21,4,6,5,49,36,12,1
0,24,1,10,0,69,35,13,1
0,58,4,7,0,16,29,13,3
6,33,4,8,0,16,7,13,1
0,12,4,8,0,42,7,13,1
0,2,1,8,0,16,7,13,0
0,24,5,8,0,69,152,13,1
0,14,1,8,0,16,35,14,0
0,52,7,0,0,64,22,14,0
0,61,4,3,0,42,7,14,1
0,54,1,7,0,42,7,15,0
0,61,1,3,0,16,152,16,1
0,20,1,8,0,16,35,16,1
0,14,1,10,0,16,29,18,1
0,13,1,3,0,16,29,18,1
0,2,1,10,4,16,7,19,0
0,2,6,3,4,16,7,19,0
0,35,1,8,4,16,7,19,3
0,66,1,8,4,16,22,19,2
6,58,5,10,4,42,7,20,1
0,7,1,3,4,16,7,20,3
5,20,7,8,4,21,34,20,1
0,2,1,8,4,16,7,20,1
0,2,7,0,4,7,7,21,0
0,54,1,10,4,17,35,21,0
0,67,4,6,4,16,29,22,1
0,2,1,3,4,17,7,22,0
0,55,5,8,4,82,36,22,1
0,2,7,0,4,0,22,23,1
0,70,5,10,4,16,36,23,0
0,50,5,10,4,16,36,23,0
0,2,7,0,4,64,22,23,0
0,64,1,8,4,16,35,23,2
0,52,1,0,5,0,35,12,1
0,52,1,0,0,0,7,13,1
0,64,1,14,1,16,29,0,3
5,33,1,8,1,16,35,0,1
0,74,1,7,1,49,7,0,1
0,33,1,8,1,69,35,1,0
0,33,1,8,1,69,35,2,1
0,4,4,8,1,84,35,2,1
0,52,1,8,1,69,35,3,0
0,58,1,3,1,16,7,3,3
5,23,1,8,1,16,35,3,2
0,28,1,10,1,16,35,3,2
0,8,1,8,1,16,7,3,1
0,2,1,14,1,16,7,4,1
0,15,1,5,1,49,7,5,0
0,10,1,8,3,16,7,6,1
0,56,1,8,3,16,35,7,0
0,2,1,10,3,16,7,8,0
0,20,1,8,3,16,7,9,1
0,72,5,10,2,16,36,11,0
0,58,1,10,2,42,7,11,2
0,21,1,10,0,42,7,14,1
0,54,6,10,0,16,35,14,0
0,2,1,10,0,49,7,15,0
0,5,1,8,0,69,35,16,0
0,48,1,10,0,16,35,17,0
0,3,1,8,0,84,35,17,1
5,19,1,5,0,16,35,18,0
0,66,1,8,4,16,22,19,1
0,45,1,8,4,16,35,19,0
0,8,1,6,4,16,7,19,0
5,50,1,8,4,16,35,19,1
0,29,1,14,4,16,7,19,1
0,66,1,10,4,69,7,19,3
0,72,1,10,4,15,11,19,2
0,62,1,8,4,16,35,19,1
0,9,1,10,4,16,7,21,0
0,67,1,8,4,16,35,22,0
0,27,5,8,4,16,35,22,0
0,21,1,3,4,14,22,22,3
0,59,1,10,4,69,35,22,2
5,75,5,8,0,97,0,14,0
5,66,5,3,0,15,0,14,3
1,75,5,8,0,97,0,14,1
0,77,1,3,0,15,0,16,1
0,53,7,3,0,12,0,17,2
0,71,5,8,1,16,36,0,0
0,75,1,3,1,16,22,0,3
5,50,1,8,1,16,35,1,1
0,19,1,10,1,16,35,1,2
0,56,1,8,1,38,35,2,0
0,67,5,8,1,16,36,2,1
0,19,1,10,1,16,35,3,1
0,72,1,10,1,49,35,3,0
0,45,1,8,1,69,35,3,0
0,22,1,10,1,63,35,4,1
0,21,1,8,1,16,35,5,1
0,40,1,3,1,16,35,5,3
0,2,1,5,1,16,7,5,1
0,2,1,10,3,16,7,6,1
0,15,1,8,3,16,35,7,3
0,52,1,3,3,16,7,7,3
0,7,1,5,3,42,7,8,0
0,50,1,15,3,16,35,9,0
0,2,1,10,3,16,7,9,1
0,15,1,10,3,16,7,9,0
0,15,1,8,3,16,22,9,1
0,18,1,6,3,69,7,9,3
0,63,5,6,2,16,152,10,1
0,76,5,3,2,16,36,10,1
0,59,1,6,2,16,35,11,0
0,2,1,10,2,16,7,11,1
0,6,5,6,2,65,36,11,1
0,74,1,10,2,69,142,11,2
0,63,1,6,5,16,35,12,1
0,69,1,7,0,31,152,13,0
0,23,1,10,0,16,35,13,0
0,64,3,7,0,69,22,13,0
0,2,1,3,0,16,7,15,1
0,69,1,8,0,49,35,15,0
0,69,1,8,0,42,7,16,3
0,15,1,8,0,16,35,16,1
0,52,7,0,0,7,7,17,1
0,34,1,10,0,85,29,17,3
0,2,1,10,0,42,7,17,1
0,72,5,5,0,16,36,17,0
0,8,1,3,0,16,7,18,3
0,60,1,10,4,22,3,19,3
0,67,1,7,4,16,7,20,3
0,31,1,3,4,16,7,21,3
0,52,7,6,4,0,7,22,1
0,2,7,0,4,64,22,23,0
0,72,5,10,4,16,36,23,1
0,55,1,8,4,16,35,23,0
0,2,1,0,0,0,5,18,0
0,2,7,0,4,0,46,23,0
0,52,1,8,1,84,7,0,3
1,72,5,10,1,84,145,1,3
0,67,1,10,1,16,35,2,1
0,9,1,8,1,69,35,2,1
0,49,5,6,1,16,36,2,0
0,72,1,10,1,16,7,3,0
0,2,4,6,1,42,7,3,1
0,59,1,8,1,16,35,3,3
0,33,1,8,1,69,35,4,3
6,19,1,10,1,16,35,5,0
0,36,5,10,1,84,36,5,0
0,28,1,8,3,16,35,6,2
0,16,1,8,3,16,35,6,1
0,58,1,15,3,93,7,6,2
0,66,1,8,3,16,35,6,1
0,66,1,8,3,16,35,7,1
0,47,5,5,3,77,46,7,0
0,2,1,8,3,16,7,7,0
0,21,6,3,3,42,46,8,1
0,19,1,8,3,16,35,8,1
0,76,6,6,3,17,22,8,0
0,72,1,10,3,42,7,8,3
0,54,1,7,3,49,35,8,0
0,43,1,8,3,16,35,9,0
5,56,1,8,3,16,35,9,0
5,75,5,8,2,26,36,10,0
5,4,5,8,2,26,152,10,1
0,29,7,3,2,42,46,10,1
0,44,1,6,2,16,7,10,0
0,76,1,10,2,16,35,11,0
0,35,7,5,2,21,39,11,0
0,4,5,8,2,16,36,11,1
5,25,1,8,2,43,35,11,1
0,44,5,8,5,69,36,12,0
0,71,1,5,0,16,35,13,0
0,66,1,6,0,42,7,13,1
5,49,5,8,0,16,29,13,0
5,19,5,8,0,26,7,13,0
0,19,1,8,0,16,35,14,0
0,68,1,10,0,69,35,14,1
0,21,1,15,0,16,35,15,0
5,75,1,8,0,16,29,15,1
0,27,1,5,0,16,7,15,0
0,9,1,8,0,49,35,15,1
0,72,1,3,0,16,7,15,0
0,54,1,8,0,16,35,16,0
0,23,1,8,0,16,35,16,1
0,58,5,8,0,16,36,17,3
0,21,1,6,0,31,35,18,0
0,2,1,5,0,16,7,18,0
0,11,1,8,4,16,35,19,0
6,69,1,8,4,16,7,22,1
0,6,1,8,4,16,35,22,3
0,2,1,8,4,16,7,23,1
0,6,1,6,4,16,35,23,0
2,77,5,5,4,63,36,23,0
0,19,5,6,1,15,0,2,1
5,51,7,3,0,15,0,15,3
5,77,5,3,0,15,0,17,1
0,55,1,3,4,15,0,20,3
0,54,1,8,1,69,7,2,1
5,6,1,8,1,16,35,2,1
0,25,1,10,1,16,35,3,1
0,5,1,8,1,16,35,4,0
0,68,1,8,1,16,29,4,3
0,33,5,4,1,16,7,5,3
0,52,1,8,3,16,35,6,1
0,66,1,8,3,16,7,6,1
5,19,1,8,3,16,35,7,0
5,19,1,8,3,16,35,7,0
0,54,4,8,3,16,35,7,1
0,68,1,8,3,16,35,8,1
0,9,5,10,3,16,7,8,0
5,19,4,3,3,16,22,8,2
5,49,1,8,3,26,35,8,0
0,27,1,8,3,69,35,8,0
5,19,5,6,3,16,36,8,0
0,66,1,8,3,16,35,9,1
0,45,1,6,3,16,35,9,0
0,75,5,8,2,16,35,10,0
5,19,1,8,2,16,35,10,1
0,33,1,8,2,16,35,10,0
0,6,1,7,2,16,35,10,0
0,27,1,8,2,16,7,10,1
0,9,1,8,2,16,35,11,0
0,22,1,15,2,23,35,11,0
5,3,4,8,2,16,36,11,0
5,19,1,8,2,16,7,11,1
0,75,5,10,2,16,35,11,1
5,19,1,8,2,16,7,11,0
5,19,1,8,2,16,35,11,0
0,9,1,7,2,16,7,11,1
5,19,1,8,5,26,35,12,1
0,56,4,6,5,38,35,12,0
0,9,1,10,5,16,7,12,0
5,4,1,8,0,16,29,13,1
0,20,1,8,0,42,7,13,1
5,66,1,8,0,16,35,13,1
0,2,1,8,0,49,35,13,0
5,29,5,6,0,16,36,14,1
0,4,1,8,0,16,29,14,1
5,25,1,8,0,16,35,15,0
0,56,1,8,0,16,35,15,0
0,59,5,7,0,16,152,15,1
0,19,4,8,0,16,7,15,2
0,61,5,10,0,49,7,15,0
0,75,1,10,0,49,35,15,1
0,45,4,5,0,42,28,16,1
0,34,1,7,0,16,35,16,1
0,61,1,10,0,16,7,17,1
0,58,4,6,0,69,35,17,1
0,20,1,6,0,16,35,17,0
0,74,5,6,0,65,36,18,2
6,4,1,8,0,16,35,18,1
0,20,1,10,0,16,35,18,1
0,25,1,8,4,16,7,19,3
0,58,1,6,4,32,22,19,1
5,7,5,8,4,16,35,19,1
6,38,1,8,4,16,3,20,2
0,72,1,3,4,16,7,20,0
0,48,1,8,4,16,35,21,1
0,72,1,8,4,16,35,21,2
0,52,1,15,2,0,7,10,1
0,28,1,8,1,16,35,0,0
5,69,1,15,1,16,35,0,0
0,61,1,8,1,49,35,0,0
0,2,1,10,1,16,35,1,1
0,2,1,10,1,16,35,1,0
0,5,1,8,1,16,7,1,2
5,19,1,6,1,16,35,1,1
0,11,1,14,1,16,7,3,1
0,2,1,10,1,16,7,3,0
2,56,1,8,1,16,35,3,1
0,53,1,8,1,16,35,3,0
0,37,1,10,1,16,35,3,1
0,33,4,15,1,16,35,4,0
0,31,1,6,1,16,35,4,1
0,2,1,3,1,14,22,4,1
0,33,1,5,1,69,35,5,0
0,53,1,8,1,16,35,5,0
0,16,1,6,1,16,7,5,3
0,72,1,10,1,16,7,5,3
0,14,1,8,3,16,35,6,1
0,20,1,6,3,69,35,6,1
0,42,5,8,3,16,152,6,0
0,12,1,8,3,49,35,7,0
0,73,1,7,3,69,7,7,2
0,13,1,10,3,16,29,7,2
0,19,1,10,3,16,35,9,1
0,10,1,10,3,16,35,9,1
0,63,1,15,3,16,35,9,0
0,33,1,8,2,42,7,10,0
0,9,1,8,2,16,35,11,1
0,52,1,8,2,16,7,11,0
0,13,4,3,2,16,7,11,1
0,75,5,6,0,16,36,14,1
0,64,1,10,0,16,35,15,1
0,55,5,8,0,69,36,15,0
0,33,4,3,0,16,7,15,2
5,29,5,10,0,16,7,16,1
0,74,5,15,0,82,36,16,1
0,72,1,4,0,42,29,16,0
0,9,1,6,0,16,7,17,0
0,67,1,8,0,16,7,17,1
0,29,1,5,0,16,7,17,0
0,71,7,3,0,42,46,17,1
0,1,1,10,0,16,29,17,3
0,52,1,10,0,16,7,18,0
0,63,1,7,4,16,35,19,0
0,76,5,6,4,16,152,20,0
0,19,1,10,4,16,35,21,1
0,32,1,7,4,69,35,22,0
0,60,1,6,4,16,22,22,3
0,50,1,8,4,16,35,23,0
0,68,1,3,4,15,0,19,3
0,52,1,3,4,83,0,21,1
0,2,1,0,0,0,7,16,0
0,2,1,0,4,0,46,23,0
0,72,7,3,1,15,139,0,3
0,2,1,10,1,16,35,1,1
0,33,1,8,1,16,7,1,0
0,72,5,8,1,69,36,2,0
0,17,1,10,1,16,35,3,0
0,72,5,6,1,69,36,3,0
0,63,1,8,1,16,35,3,1
0,43,1,8,1,16,35,3,0
2,6,1,8,1,16,7,4,3
0,27,1,8,1,16,7,4,0
0,28,1,8,1,16,35,5,0
0,28,5,10,1,16,29,5,0
0,21,1,6,3,69,35,6,0
0,31,5,8,3,16,7,6,3
0,69,1,10,3,69,35,7,1
0,13,4,10,3,42,28,7,2
0,38,1,3,3,16,35,7,2
0,2,1,10,3,38,22,7,3
0,2,4,3,3,16,7,7,0
2,40,7,2,3,42,46,8,3
0,7,1,8,3,42,29,8,1
0,75,5,8,3,95,36,8,0
0,63,1,10,3,63,22,8,0
0,59,7,3,3,42,29,8,2
0,52,1,8,3,49,35,8,1
0,25,1,8,3,42,7,9,3
0,1,1,4,3,16,35,9,1
5,59,1,8,2,26,29,10,0
0,24,6,3,2,16,29,10,3
0,15,1,8,2,49,35,11,0
0,60,1,8,2,16,35,11,0
0,58,4,7,5,16,7,12,1
0,61,7,10,5,62,37,12,1
0,2,1,10,5,42,7,12,0
0,69,4,8,5,16,35,12,0
1,16,0,10,5,15,27,12,3
0,48,1,8,5,16,29,12,1
0,2,1,3,5,16,7,12,1
0,2,4,10,0,16,7,13,0
0,58,5,7,0,16,7,13,1
0,24,5,8,0,16,36,14,0
0,33,1,8,0,16,35,14,0
0,9,1,6,0,16,7,14,0
0,72,1,3,0,16,7,14,1
0,2,7,0,0,55,22,15,0
0,3,5,8,0,16,29,15,3
0,2,7,0,0,7,7,15,0
0,9,1,10,0,16,35,15,0
0,59,1,8,0,16,35,15,2
0,9,1,6,0,77,35,16,0
0,30,4,8,0,16,7,16,3
0,38,4,15,0,42,29,16,2
0,20,7,10,0,21,39,16,1
0,21,1,8,0,16,35,16,1
0,39,5,3,0,16,29,17,3
0,35,1,6,0,94,35,17,0
0,4,1,8,4,16,22,19,2
0,2,1,14,4,16,7,19,0
0,3,1,3,4,87,22,19,3
0,70,4,8,4,16,3,20,3
0,2,1,7,4,16,7,21,0
0,2,1,10,4,16,7,21,0
0,58,4,6,4,16,7,21,3
0,55,1,8,4,16,35,23,0
0,9,1,10,4,69,35,23,1
0,2,5,3,4,16,36,23,1
0,2,7,0,4,0,133,23,0
0,72,7,3,1,15,0,0,3
0,61,7,10,5,62,0,12,1
1,16,0,10,5,15,0,12,3
0,20,7,10,0,21,0,16,1
0,2,7,0,0,0,22,15,0
0,2,4,0,0,0,7,15,0
0,2,7,0,4,0,46,23,0
0,52,1,8,1,16,35,2,0
0,2,4,10,1,16,35,2,1
0,66,1,10,1,69,7,2,3
0,68,5,6,1,16,36,3,1
0,19,6,7,1,16,22,3,0
6,58,5,6,1,69,36,3,0
0,2,1,3,3,16,7,6,1
0,52,1,10,3,16,7,6,2
0,2,5,15,3,16,35,6,0
0,50,1,8,3,69,35,7,0
0,20,1,10,3,16,35,7,1
0,74,5,14,3,82,152,7,3
0,19,1,7,3,16,7,7,0
0,19,1,7,3,16,35,7,0
0,2,1,3,3,16,7,9,0
0,61,1,10,3,16,7,9,0
0,2,1,10,3,16,35,9,0
0,50,1,7,2,16,7,10,1
0,19,1,8,2,42,7,11,0
0,57,5,7,2,16,36,11,2
0,2,1,10,2,16,7,11,1
0,2,1,10,2,42,7,11,1
0,8,1,8,5,16,7,12,0
0,61,1,10,5,16,7,12,1
0,58,1,8,5,42,29,12,1
0,74,5,8,5,16,152,12,1
0,72,1,10,5,16,29,12,1
0,61,1,10,5,69,35,12,1
0,59,1,8,5,16,35,12,1
0,49,1,8,0,16,29,13,1
0,9,1,10,0,16,7,13,0
0,3,1,10,0,69,35,13,1
0,19,1,8,0,16,35,13,1
0,64,1,8,0,49,35,13,1
0,2,5,6,0,16,36,14,0
0,15,1,6,0,82,35,14,0
0,28,1,3,0,16,22,14,3
0,14,1,8,0,69,35,15,0
0,20,1,3,0,16,22,15,1
0,52,1,4,0,16,7,15,0
5,8,4,10,0,16,7,16,0
0,1,5,10,0,16,152,16,1
0,2,1,10,0,16,7,16,1
0,19,1,8,0,16,35,16,1
0,64,1,8,0,16,7,16,0
0,3,1,10,0,77,29,16,2
0,69,1,10,0,16,35,16,3
0,27,1,8,0,49,35,17,0
0,5,5,6,0,31,22,17,0
0,54,1,10,0,16,7,17,0
0,15,5,8,4,87,29,19,3
0,60,1,10,4,16,35,19,1
0,59,5,8,4,69,36,19,2
0,72,5,10,4,15,11,19,3
0,71,5,8,4,16,36,20,0
0,58,1,10,4,16,35,20,0
0,72,5,3,4,16,36,21,3
0,46,1,10,4,16,7,21,1
0,9,1,5,4,16,35,21,1
0,9,1,4,4,42,3,22,3
0,58,1,4,4,90,35,23,0
0,2,1,3,4,85,7,23,0
0,9,1,10,4,16,7,23,0
0,72,5,10,4,15,0,19,3
0,63,1,10,1,16,35,1,0
0,9,1,10,1,16,35,2,0
0,72,1,10,1,16,22,3,1
0,59,1,3,1,16,7,4,3
0,50,1,8,1,16,35,4,3
0,45,4,10,1,16,36,5,1
0,8,1,8,3,16,7,6,1
0,30,6,10,3,16,35,6,2
0,47,1,10,3,16,35,7,0
0,46,1,8,3,16,7,7,3
0,60,1,8,3,16,35,7,1
0,9,1,3,3,16,7,9,3
0,40,1,8,2,16,29,11,3
0,2,1,4,0,16,7,14,0
0,37,5,10,0,16,29,14,3
0,37,5,8,0,16,29,15,1
0,71,1,10,0,16,35,15,1
0,59,1,3,0,16,7,15,1
0,58,4,8,0,85,29,15,1
0,61,1,3,0,16,7,16,1
0,2,1,10,0,16,5,16,1
0,39,5,15,0,16,36,17,0
0,33,1,3,0,42,7,17,1
0,64,1,3,0,42,7,17,2
0,2,1,10,0,85,7,17,1
0,2,1,10,0,16,7,17,1
0,7,1,8,0,16,35,17,1
0,61,1,3,0,16,7,18,1
0,38,5,3,0,16,36,18,3
0,2,4,10,0,16,7,18,1
0,16,1,10,0,16,22,18,1
0,12,4,7,4,16,7,19,1
0,9,5,6,4,77,36,19,0
0,27,1,8,4,16,7,19,0
0,27,1,8,4,42,35,20,1
0,9,1,8,4,16,7,20,0
0,46,5,8,4,16,36,21,1
0,13,5,6,4,16,36,21,0
0,2,1,5,4,16,7,22,1
0,66,1,8,4,16,22,23,0
0,70,1,8,1,16,35,0,1
0,2,1,3,1,16,7,0,0
0,48,1,8,1,16,35,0,1
0,3,5,10,1,69,36,1,0
0,12,5,10,1,16,36,1,0
0,19,1,8,1,16,7,1,0
0,28,1,10,1,16,35,1,0
0,72,1,10,1,69,143,1,1
0,2,1,5,1,16,7,1,3
0,44,1,3,1,16,35,2,1
0,8,1,10,1,16,7,2,1
0,19,1,10,1,23,35,4,0
0,22,5,10,1,84,36,5,1
0,50,4,10,3,16,35,6,0
0,44,1,8,3,42,7,6,1
0,20,1,10,3,16,7,6,3
0,15,1,10,3,69,35,7,0
0,72,1,10,3,16,7,7,1
0,1,1,10,3,16,7,8,0
0,9,1,10,3,44,35,8,0
0,6,1,15,3,87,35,9,0
0,19,1,10,3,16,35,9,1
0,58,4,6,3,16,35,9,0
0,68,1,7,2,23,46,10,0
0,45,4,15,2,16,35,11,0
0,64,1,6,2,69,35,11,0
0,3,1,10,2,69,35,11,0
0,46,1,3,5,16,35,12,3
0,9,1,10,5,16,35,12,0
0,21,5,10,0,16,36,13,1
0,20,1,6,0,17,35,14,0
0,72,1,3,0,16,7,14,1
0,2,1,10,0,16,7,14,1
0,54,1,7,0,17,7,14,0
0,24,7,10,0,42,46,14,1
0,9,1,8,0,16,29,15,0
0,24,1,15,0,16,22,16,0
0,54,1,10,0,16,7,16,0
0,72,1,10,0,16,7,16,1
0,15,5,10,0,16,36,17,0
0,9,1,6,0,16,7,17,1
0,52,1,8,0,16,7,17,0
0,76,1,8,0,69,29,17,2
0,35,1,10,0,23,35,17,1
0,54,1,14,0,16,7,18,1
0,74,1,8,0,42,7,18,1
0,74,1,10,0,82,7,18,1
6,48,5,12,0,16,7,18,3
0,6,1,6,4,16,35,19,0
0,38,1,6,4,23,22,19,0
0,54,1,10,4,42,7,19,0
0,19,0,8,4,69,35,20,0
0,11,1,10,4,16,35,20,1
0,73,1,8,4,49,35,21,0
0,37,1,8,4,16,35,22,1
0,19,1,10,4,16,35,22,1
0,2,1,3,4,16,7,23,0
0,1,1,10,4,16,35,23,2
0,38,1,8,4,16,35,23,1
0,2,1,10,4,16,7,23,1
0,72,1,10,1,69,0,1,1
0,19,1,8,1,16,35,0,1
0,8,1,8,1,16,7,2,1
0,51,1,8,1,69,35,4,0
0,2,1,10,1,16,7,5,0
0,52,1,10,3,69,7,6,3
0,59,1,8,3,16,35,6,0
0,59,1,6,3,31,35,6,1
0,58,5,4,3,16,152,7,0
0,70,1,10,3,15,141,7,3
0,2,1,10,3,16,7,7,0
